OrgCode,OrgName,Procedure,Measure,Modelled_Records_2011,Modelled_Records_2012,Modelled_Records_2013,Modelled_Records_2014,Modelled_Records_2015,Modelled_Records_2016,Modelled_Records_2017,Modelled_Records_2018,Modelled_Records_2019,Adjusted_Health_Gain_2011,Adjusted_Health_Gain_2012,Adjusted_Health_Gain_2013,Adjusted_Health_Gain_2014,Adjusted_Health_Gain_2015,Adjusted_Health_Gain_2016,Adjusted_Health_Gain_2017,Adjusted_Health_Gain_2018,Adjusted_Health_Gain_2019,Outlier_2011,Outlier_2012,Outlier_2013,Outlier_2014,Outlier_2015,Outlier_2016,Outlier_2017,Outlier_2018,Outlier_2019
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Knee Replacement Revision,EQ-5D Index,0,59,35,31,26,31,41,38,16,-,0.195,0.185,0.231,-,0.293,0.313,0.196,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Not an outlier,Negative outlier (95%),Insufficient records
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Total Hip Replacement,EQ-5D Index,240,261,174,173,161,90,133,117,44,0.379,0.389,0.386,0.4,0.43,0.385,0.405,0.358,0.366,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%)
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Total Knee Replacement,EQ-5D Index,264,275,193,151,149,136,131,147,50,0.233,0.26,0.277,0.274,0.286,0.275,0.296,0.276,0.253,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%)
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Hip Replacement Primary,Oxford Hip Score,0,208,147,144,124,72,85,88,28,-,20.919,19.784,21.035,22.312,20.271,21.044,20.335,-,No procedures,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Insufficient records
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Hip Replacement Revision,Oxford Hip Score,0,78,42,41,48,28,54,44,19,-,8.625,8.703,12.99,9.647,-,12.321,11.043,-,No procedures,Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Insufficient records,Not an outlier,Negative outlier (95%),Insufficient records
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Total Hip Replacement,Oxford Hip Score,256,286,189,185,172,100,139,132,47,18.565,18.215,17.818,19.405,19.671,18.183,19.174,18.649,17.826,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%)
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Knee Replacement Primary,Oxford Knee Score,0,243,164,129,127,111,94,114,36,-,13.327,14.438,14.191,14.664,12.335,13.156,15.025,14.334,No procedures,Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%)
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Knee Replacement Revision,Oxford Knee Score,0,64,37,35,25,32,45,43,17,-,8.846,6.867,10.223,-,10.863,10.238,9.014,-,No procedures,Not an outlier,Negative outlier (95%),Not an outlier,Insufficient records,Not an outlier,Not an outlier,Negative outlier (95%),Insufficient records
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Total Knee Replacement,Oxford Knee Score,294,307,201,164,152,143,139,157,53,11.503,12.609,12.905,13.442,14.109,12.165,12.899,13.637,12.295,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%)
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Hip Replacement Primary,EQ VAS,0,30,21,38,50,30,29,22,15,-,7.559,-,9.89,8.17,9.95,-,-,-,No procedures,Not an outlier,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Knee Replacement Primary,EQ VAS,0,62,51,46,77,55,41,32,13,-,1.888,1.719,5.864,3.538,3.577,8.751,11.791,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Hip Replacement,EQ VAS,42,32,22,39,52,32,29,22,15,8.063,6.791,-,10.021,8.035,10.592,-,-,-,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Knee Replacement,EQ VAS,64,62,51,48,78,57,41,33,13,1.164,1.487,1.726,5.623,3.248,3.546,8.304,11.085,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Hip Replacement Primary,EQ-5D Index,0,36,21,37,53,35,31,28,17,-,0.4,-,0.431,0.343,0.31,0.39,-,-,No procedures,Not an outlier,Insufficient records,Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Insufficient records,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Knee Replacement Primary,EQ-5D Index,0,68,59,47,89,58,52,34,15,-,0.231,0.299,0.295,0.254,0.266,0.276,0.312,-,No procedures,Negative outlier (95%),Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Hip Replacement,EQ-5D Index,42,38,22,39,54,37,32,29,17,0.367,0.407,-,0.431,0.339,0.329,0.392,-,-,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Insufficient records,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Knee Replacement,EQ-5D Index,70,68,59,49,90,60,52,35,15,0.279,0.235,0.313,0.314,0.26,0.278,0.284,0.327,-,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Hip Replacement Primary,Oxford Hip Score,0,38,27,44,56,37,34,31,18,-,18.263,-,19.389,17.2,16.428,18.976,20.79,-,No procedures,Negative outlier (95%),Insufficient records,Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Hip Replacement,Oxford Hip Score,44,40,27,46,58,39,35,32,18,20.036,17.342,-,18.064,15.659,15.971,18,19.141,-,Not an outlier,Negative outlier (95%),Insufficient records,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Knee Replacement Primary,Oxford Knee Score,0,74,65,54,94,66,54,43,18,-,12.461,14.338,15.458,13.746,13.55,15.862,15.788,-,No procedures,Negative outlier (99.8%),Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Total Knee Replacement,Oxford Knee Score,81,74,65,56,95,68,54,44,18,14.247,12.507,14.308,15.681,13.692,13.472,16.065,15.801,-,Not an outlier,Negative outlier (99.8%),Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Primary,EQ VAS,0,125,147,171,117,123,108,147,68,-,12.209,11.73,12.221,9.254,10.408,10.402,12.278,12.382,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Revision,EQ VAS,0,9,10,6,8,6,1,5,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Primary,EQ VAS,0,134,130,167,143,201,198,229,102,-,6.071,5.224,3.98,5.745,4.398,6.483,5.887,7.55,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Revision,EQ VAS,0,9,7,6,7,7,7,12,8,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Hip Replacement,EQ VAS,161,134,157,177,125,129,109,152,73,7.194,11.005,10.244,11.412,8.321,10.045,9.414,11.353,11.076,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Knee Replacement,EQ VAS,109,143,137,173,150,208,205,241,110,2.249,6.019,6.07,4.179,5.272,3.957,6.109,5.732,8.095,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Primary,EQ-5D Index,0,126,155,184,114,127,113,146,70,-,0.418,0.425,0.434,0.397,0.401,0.435,0.43,0.405,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (95%)
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Revision,EQ-5D Index,0,8,12,6,7,10,1,4,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Primary,EQ-5D Index,0,149,140,170,157,213,204,234,102,-,0.279,0.299,0.256,0.31,0.309,0.308,0.298,0.293,No procedures,Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%)
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Revision,EQ-5D Index,0,7,10,6,7,8,8,12,8,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Hip Replacement,EQ-5D Index,171,134,167,190,121,137,114,150,75,0.318,0.396,0.413,0.422,0.392,0.389,0.415,0.416,0.397,Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Negative outlier (95%)
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Knee Replacement,EQ-5D Index,114,156,150,176,164,221,212,246,110,0.258,0.284,0.299,0.261,0.299,0.306,0.308,0.298,0.289,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%)
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Primary,Oxford Hip Score,0,139,152,194,133,143,129,160,75,-,20.698,21.094,20.736,20.249,18.697,20.744,21.68,21.744,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Revision,Oxford Hip Score,0,9,11,7,8,11,1,4,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Hip Replacement,Oxford Hip Score,190,148,163,201,141,154,130,164,80,16.221,19.156,19.806,19.427,19.352,17.842,19.657,20.527,20.748,Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Primary,Oxford Knee Score,0,158,144,195,169,228,229,242,110,-,14.393,15.3,13.412,14.664,15.382,15.841,14.503,15.596,No procedures,Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%)
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Revision,Oxford Knee Score,0,7,11,*,8,9,9,13,8,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Total Knee Replacement,Oxford Knee Score,118,165,155,195,177,237,238,255,118,13.846,14.009,14.86,13.308,14.441,15.081,15.632,14.316,15.448,Not an outlier,Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%)
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Primary,EQ VAS,0,81,108,79,116,121,70,31,8,-,15.396,8.26,14.795,14.673,12.026,13.517,17.315,-,No procedures,Positive outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Revision,EQ VAS,0,19,18,9,15,13,5,2,2,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Knee Replacement Primary,EQ VAS,0,92,98,79,121,131,82,29,11,-,8.045,3.508,6.173,5.175,6.257,6.431,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Hip Replacement,EQ VAS,160,100,126,88,131,134,75,33,10,8.677,13.873,9.281,15.333,14.287,12.271,12.434,15.405,-,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Knee Replacement,EQ VAS,120,100,105,80,123,132,85,29,11,4.36,6.984,4.326,6.095,4.703,6.473,6.033,-,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Primary,EQ-5D Index,0,84,122,87,116,128,75,31,9,-,0.46,0.411,0.464,0.451,0.435,0.447,0.509,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Revision,EQ-5D Index,0,19,18,9,16,12,6,3,4,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Knee Replacement Primary,EQ-5D Index,0,97,107,90,120,137,84,28,11,-,0.336,0.289,0.33,0.32,0.332,0.293,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Hip Replacement,EQ-5D Index,178,103,140,96,132,140,81,34,13,0.407,0.45,0.409,0.461,0.426,0.435,0.435,0.489,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Knee Replacement,EQ-5D Index,134,106,112,91,122,137,87,28,11,0.316,0.333,0.297,0.324,0.322,0.334,0.296,-,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Primary,Oxford Hip Score,0,97,133,96,127,134,76,34,9,-,22.471,21.18,22.454,21.998,21.574,23.243,23.976,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Hip Replacement Revision,Oxford Hip Score,0,21,20,9,16,17,6,4,4,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Hip Replacement,Oxford Hip Score,196,118,153,105,143,151,82,38,13,20.273,21.169,20.76,22.293,21.773,21.48,22.663,23.744,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Knee Replacement Primary,Oxford Knee Score,0,113,123,94,128,147,85,31,11,-,17.981,15.847,17.432,17.25,16.26,16.773,18.566,-,No procedures,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Total Knee Replacement,Oxford Knee Score,146,124,130,96,130,148,88,31,11,16.446,17.618,15.864,17.254,17.269,16.235,16.568,18.505,-,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Primary,EQ VAS,0,191,153,176,188,198,170,151,36,-,12.625,12.753,12.138,14.536,14.233,15.777,14.592,13.607,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Revision,EQ VAS,0,20,13,12,18,12,15,13,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Primary,EQ VAS,0,180,123,173,144,186,165,139,69,-,5.625,4.879,3.41,6.361,5.097,9.772,8.48,7.177,No procedures,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Revision,EQ VAS,0,6,8,*,1,10,12,5,3,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Hip Replacement,EQ VAS,178,211,166,188,206,210,185,164,37,14.156,11.535,12.828,12.051,14.141,13.195,15.694,14.335,13.443,Positive outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Knee Replacement,EQ VAS,163,186,131,173,145,196,177,144,72,5.83,5.262,4.964,2.814,5.653,4.802,9.988,7.883,7.145,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Primary,EQ-5D Index,0,207,167,195,200,212,185,163,38,-,0.461,0.449,0.465,0.471,0.462,0.51,0.509,0.465,No procedures,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Positive outlier (95%),Positive outlier (95%),Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Revision,EQ-5D Index,0,22,14,14,20,11,13,12,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Primary,EQ-5D Index,0,193,128,181,162,199,172,155,73,-,0.304,0.293,0.305,0.341,0.299,0.354,0.369,0.356,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Revision,EQ-5D Index,0,7,9,6,1,9,12,7,4,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Hip Replacement,EQ-5D Index,187,229,181,209,220,223,198,175,39,0.47,0.451,0.438,0.446,0.461,0.447,0.506,0.501,0.461,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Positive outlier (95%),Positive outlier (95%),Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Knee Replacement,EQ-5D Index,173,200,137,187,163,208,184,162,77,0.306,0.299,0.292,0.302,0.334,0.3,0.356,0.361,0.36,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Primary,Oxford Hip Score,0,230,177,216,212,231,206,172,43,-,21.71,21.671,22.656,22.031,22.225,23.592,24.307,22.818,No procedures,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Hip Replacement Revision,Oxford Hip Score,0,21,15,15,22,12,15,14,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Hip Replacement,Oxford Hip Score,210,251,192,231,234,243,221,186,44,23.3,21.711,21.834,22.568,22.253,22.47,23.65,24.446,23.312,Positive outlier (99.8%),Positive outlier (95%),Not an outlier,Positive outlier (99.8%),Positive outlier (95%),Positive outlier (95%),Positive outlier (95%),Positive outlier (99.8%),Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Primary,Oxford Knee Score,0,206,136,193,176,213,179,167,76,-,15.646,15.697,15.226,16.743,15.893,17.948,17.78,16.912,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Knee Replacement Revision,Oxford Knee Score,0,9,9,8,2,12,14,6,4,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Total Knee Replacement,Oxford Knee Score,191,215,145,201,178,225,193,173,80,15.603,15.395,15.447,15.117,16.49,15.735,17.772,17.667,17.131,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBK,WALSALL HEALTHCARE NHS TRUST,Hip Replacement Primary,EQ VAS,0,33,69,74,75,54,52,62,62,-,13.164,10.52,8.848,4.961,11.776,15.02,13.878,16.367,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBK,WALSALL HEALTHCARE NHS TRUST,Hip Replacement Revision,EQ VAS,0,*,*,10,1,-,3,NULL,1,-,-,-,-,-,-,-,NULL,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,No procedures,Insufficient records,No procedures,Insufficient records
RBK,WALSALL HEALTHCARE NHS TRUST,Knee Replacement Primary,EQ VAS,0,49,84,90,109,70,57,92,88,-,3.07,-1.586,5.1,1.821,8.345,3.712,3.352,7.801,No procedures,Not an outlier,Negative outlier (99.8%),Not an outlier,Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier
RBK,WALSALL HEALTHCARE NHS TRUST,Knee Replacement Revision,EQ VAS,0,*,0,*,2,4,0,2,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,No procedures,Insufficient records,Insufficient records
RBK,WALSALL HEALTHCARE NHS TRUST,Total Hip Replacement,EQ VAS,83,33,69,84,76,54,55,62,63,6.703,10.796,10.945,6.996,4.125,11.486,15.192,13.338,15.937,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RBK,WALSALL HEALTHCARE NHS TRUST,Total Knee Replacement,EQ VAS,77,49,84,90,111,74,57,94,89,3.263,3.295,-1.619,4.241,1.925,8.289,3.632,2.557,7.486,Not an outlier,Not an outlier,Negative outlier (99.8%),Not an outlier,Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier
RBK,WALSALL HEALTHCARE NHS TRUST,Hip Replacement Primary,EQ-5D Index,0,37,83,88,86,61,51,68,61,-,0.458,0.398,0.331,0.32,0.38,0.432,0.423,0.476,No procedures,Not an outlier,Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier
